pollId,oldWinner,newWinner,sameWinner,optionId,optionValue,roundsOld,roundsNew,firstChoiceOld,firstChoiceNew,transferOld,transferNew,optionIsWinnerOld,optionIsWinnerNew,optionWasEliminatedOld,optionWasEliminatedNew,numVotersOld,numVotersNew,totalMkrParticipationOld,totalMkrParticipationNew
465,3,3,true,3,"2.5 billion DAI (+1,000M)",1,1,32302.145507965770045141,32302.145507965770045141,0,0,true,true,false,false,18,18,33097.136211065984058508,33097.136211065984058508
379,,,true,0,Abstain,7,7,23.413617780005368299,0,0,0,false,false,true,true,37,37,70528.660491365567040407,70505.246873585561672108
379,,,true,1,No Change (4%),7,7,11255.148776919862982848,11255.148776919862982848,-500,-500,false,false,true,true,37,37,70528.660491365567040407,70505.246873585561672108
379,,,true,2,3%,7,7,19.584545638172798865,19.584545638172798865,-19.584545638172798865,-19.584545638172798865,false,false,true,true,37,37,70528.660491365567040407,70505.246873585561672108
379,,,true,3,2%,7,7,24610.226181347171619403,24610.226181347171619403,1196.084743950911622756,1196.084743950911622756,false,false,true,true,37,37,70528.660491365567040407,70505.246873585561672108
379,,,true,4,1%,7,7,3013.511376799848659128,3013.511376799848659128,-705.491561,-705.491561,false,false,true,true,37,37,70528.660491365567040407,70505.246873585561672108
379,,,true,5,0%,7,7,31606.775992880505611864,31606.775992880505611864,28.991362687261176109,28.991362687261176109,false,false,false,false,37,37,70528.660491365567040407,70505.246873585561672108
379,,,true,6,Something else,7,7,0,0,0,0,false,false,true,true,37,37,70528.660491365567040407,70505.246873585561672108
380,3,3,true,0,Abstain,1,1,,,,,,,,,32,32,41226.776184250889370264,41226.776184250889370264
380,3,3,true,1,No Change (100 DAI),1,1,2549.089524328398059403,2549.089524328398059403,0,0,false,false,false,false,32,32,41226.776184250889370264,41226.776184250889370264
380,3,3,true,2,250 DAI,1,1,4369.955989640908361719,4369.955989640908361719,0,0,false,false,false,false,32,32,41226.776184250889370264,41226.776184250889370264
380,3,3,true,3,500 DAI,1,1,28475.544009482132689681,28475.544009482132689681,0,0,true,true,false,false,32,32,41226.776184250889370264,41226.776184250889370264
380,3,3,true,4,750 DAI,1,1,822.087660803830585578,822.087660803830585578,0,0,false,false,false,false,32,32,41226.776184250889370264,41226.776184250889370264
380,3,3,true,5,1000 DAI,1,1,5010.098999995619673883,5010.098999995619673883,0,0,false,false,false,false,32,32,41226.776184250889370264,41226.776184250889370264
373,5,5,true,0,Abstain,1,1,167.641377852918962822,0,0,0,false,false,false,false,31,31,57141.193973056479938388,56973.552595203560975566
373,5,5,true,1,Do Nothing,1,1,,,,,,,,,31,31,57141.193973056479938388,56973.552595203560975566
373,5,5,true,2,Option 1a,1,1,1500.085059425037706142,1500.085059425037706142,0,0,false,false,false,false,31,31,57141.193973056479938388,56973.552595203560975566
373,5,5,true,3,Option 1b,1,1,879.942886866361243545,879.942886866361243545,0,0,false,false,false,false,31,31,57141.193973056479938388,56973.552595203560975566
373,5,5,true,4,Option 2,1,1,40.982761214662016517,40.982761214662016517,0,0,false,false,false,false,31,31,57141.193973056479938388,56973.552595203560975566
373,5,5,true,5,Option 3,1,1,48838.57912884174920247,48838.57912884174920247,0,0,true,true,false,false,31,31,57141.193973056479938388,56973.552595203560975566
373,5,5,true,6,Something else,1,1,5713.962758855750806892,5713.962758855750806892,0,0,false,false,false,false,31,31,57141.193973056479938388,56973.552595203560975566
328,6,6,true,0,Abstain,1,1,,,,,,,,,18,18,52486.700866203565640759,52486.700866203565640759
328,6,6,true,1,-4,1,1,703.942927471222529003,703.942927471222529003,0,0,false,false,false,false,18,18,52486.700866203565640759,52486.700866203565640759
328,6,6,true,2,-2,1,1,,,,,,,,,18,18,52486.700866203565640759,52486.700866203565640759
328,6,6,true,3,-1,1,1,,,,,,,,,18,18,52486.700866203565640759,52486.700866203565640759
328,6,6,true,4,-0.5,1,1,,,,,,,,,18,18,52486.700866203565640759,52486.700866203565640759
328,6,6,true,5,-0.25,1,1,,,,,,,,,18,18,52486.700866203565640759,52486.700866203565640759
328,6,6,true,6,0,1,1,51782.752938732343111756,51782.752938732343111756,0,0,true,true,false,false,18,18,52486.700866203565640759,52486.700866203565640759
328,6,6,true,7,0.25,1,1,0.005,0.005,0,0,false,false,false,false,18,18,52486.700866203565640759,52486.700866203565640759
328,6,6,true,8,0.5,1,1,,,,,,,,,18,18,52486.700866203565640759,52486.700866203565640759
328,6,6,true,9,1,1,1,,,,,,,,,18,18,52486.700866203565640759,52486.700866203565640759
328,6,6,true,10,2,1,1,,,,,,,,,18,18,52486.700866203565640759,52486.700866203565640759
328,6,6,true,11,4,1,1,,,,,,,,,18,18,52486.700866203565640759,52486.700866203565640759
325,6,6,true,0,Abstain,1,1,,,,,,,,,23,23,50686.876083583644441266,50686.876083583644441266
325,6,6,true,1,-4,1,1,589.093016923270495261,589.093016923270495261,0,0,false,false,false,false,23,23,50686.876083583644441266,50686.876083583644441266
325,6,6,true,2,-2,1,1,20743.325786687035161271,20743.325786687035161271,0,0,false,false,false,false,23,23,50686.876083583644441266,50686.876083583644441266
325,6,6,true,3,-1,1,1,1000.085059425037706142,1000.085059425037706142,0,0,false,false,false,false,23,23,50686.876083583644441266,50686.876083583644441266
325,6,6,true,4,-0.5,1,1,,,,,,,,,23,23,50686.876083583644441266,50686.876083583644441266
325,6,6,true,5,-0.25,1,1,,,,,,,,,23,23,50686.876083583644441266,50686.876083583644441266
325,6,6,true,6,0,1,1,28354.272220548301078592,28354.272220548301078592,0,0,true,true,false,false,23,23,50686.876083583644441266,50686.876083583644441266
325,6,6,true,7,0.25,1,1,0.1,0.1,0,0,false,false,false,false,23,23,50686.876083583644441266,50686.876083583644441266
325,6,6,true,8,0.5,1,1,,,,,,,,,23,23,50686.876083583644441266,50686.876083583644441266
325,6,6,true,9,1,1,1,,,,,,,,,23,23,50686.876083583644441266,50686.876083583644441266
325,6,6,true,10,2,1,1,,,,,,,,,23,23,50686.876083583644441266,50686.876083583644441266
325,6,6,true,11,4,1,1,,,,,,,,,23,23,50686.876083583644441266,50686.876083583644441266
323,5,5,true,0,Abstain,1,1,,,,,,,,,8,8,21372.179661358927255425,21372.179661358927255425
323,5,5,true,1,-3.75,1,1,,,,,,,,,8,8,21372.179661358927255425,21372.179661358927255425
323,5,5,true,2,-1.75,1,1,,,,,,,,,8,8,21372.179661358927255425,21372.179661358927255425
323,5,5,true,3,-0.75,1,1,,,,,,,,,8,8,21372.179661358927255425,21372.179661358927255425
323,5,5,true,4,-0.25,1,1,,,,,,,,,8,8,21372.179661358927255425,21372.179661358927255425
323,5,5,true,5,0,1,1,21200.19312204955181847,21200.19312204955181847,0,0,true,true,false,false,8,8,21372.179661358927255425,21372.179661358927255425
323,5,5,true,6,0.25,1,1,55.435174397180094248,55.435174397180094248,0,0,false,false,false,false,8,8,21372.179661358927255425,21372.179661358927255425
323,5,5,true,7,0.5,1,1,116.551364912195342707,116.551364912195342707,0,0,false,false,false,false,8,8,21372.179661358927255425,21372.179661358927255425
323,5,5,true,8,0.75,1,1,,,,,,,,,8,8,21372.179661358927255425,21372.179661358927255425
323,5,5,true,9,1.25,1,1,,,,,,,,,8,8,21372.179661358927255425,21372.179661358927255425
323,5,5,true,10,2.25,1,1,,,,,,,,,8,8,21372.179661358927255425,21372.179661358927255425
323,5,5,true,11,4.25,1,1,,,,,,,,,8,8,21372.179661358927255425,21372.179661358927255425
303,7,7,true,0,Abstain,1,1,,,,,,,,,12,12,21331.88245561815590136,21331.88245561815590136
303,7,7,true,1,-4,1,1,584.490539578451363619,584.490539578451363619,0,0,false,false,false,false,12,12,21331.88245561815590136,21331.88245561815590136
303,7,7,true,2,-2,1,1,203.265764012521048943,203.265764012521048943,0,0,false,false,false,false,12,12,21331.88245561815590136,21331.88245561815590136
303,7,7,true,3,-1,1,1,,,,,,,,,12,12,21331.88245561815590136,21331.88245561815590136
303,7,7,true,4,-0.5,1,1,,,,,,,,,12,12,21331.88245561815590136,21331.88245561815590136
303,7,7,true,5,-0.25,1,1,,,,,,,,,12,12,21331.88245561815590136,21331.88245561815590136
303,7,7,true,6,0,1,1,2098.545974871957389496,2098.545974871957389496,0,0,false,false,false,false,12,12,21331.88245561815590136,21331.88245561815590136
303,7,7,true,7,0.25,1,1,18445.580177155226099302,18445.580177155226099302,0,0,true,true,false,false,12,12,21331.88245561815590136,21331.88245561815590136
303,7,7,true,8,0.5,1,1,,,,,,,,,12,12,21331.88245561815590136,21331.88245561815590136
303,7,7,true,9,1,1,1,,,,,,,,,12,12,21331.88245561815590136,21331.88245561815590136
303,7,7,true,10,2,1,1,,,,,,,,,12,12,21331.88245561815590136,21331.88245561815590136
303,7,7,true,11,4,1,1,,,,,,,,,12,12,21331.88245561815590136,21331.88245561815590136
285,9,9,true,0,Abstain,1,1,0,0,0,0,false,false,false,false,39,39,87899.666161200925366261,87899.666161200925366261
285,9,9,true,1,"24.67% (theoretical maximum auction yield) - up to 25,925 MKR and 50,000 DAI",1,1,117.966755704498958645,117.966755704498958645,0,0,false,false,false,false,39,39,87899.666161200925366261,87899.666161200925366261
285,9,9,true,2,"21% - up to 21,627 MKR and 50,000 DAI",1,1,,,,,,,,,39,39,87899.666161200925366261,87899.666161200925366261
285,9,9,true,3,"18% - up to 18,216 MKR and 50,000 DAI",1,1,15503.07438272963715199,15503.07438272963715199,0,0,false,false,false,false,39,39,87899.666161200925366261,87899.666161200925366261
285,9,9,true,4,"15% - up to 14,871 MKR and 50,000 DAI",1,1,14683.568000826103436966,14683.568000826103436966,0,0,false,false,false,false,39,39,87899.666161200925366261,87899.666161200925366261
285,9,9,true,5,"12% - up to 11,691 MKR and 50,000 DAI",1,1,6.002254454349755301,6.002254454349755301,0,0,false,false,false,false,39,39,87899.666161200925366261,87899.666161200925366261
285,9,9,true,6,"9% - up to 5,592 MKR and 50,000 DAI",1,1,,,,,,,,,39,39,87899.666161200925366261,87899.666161200925366261
285,9,9,true,7,"6% - up to 2,748 MKR and 50,000 DAI",1,1,,,,,,,,,39,39,87899.666161200925366261,87899.666161200925366261
285,9,9,true,8,"3% - up to 917 MKR and 50,000 DAI",1,1,,,,,,,,,39,39,87899.666161200925366261,87899.666161200925366261
285,9,9,true,9,0% (oppose vault compensation) - 0 MKR and 0 DAI,1,1,57589.054767486336063359,57589.054767486336063359,0,0,true,true,false,false,39,39,87899.666161200925366261,87899.666161200925366261
285,9,9,true,10,Oppose current compensation plan (support vault compensation) 0 MKR and 0 DAI,1,1,,,,,,,,,39,39,87899.666161200925366261,87899.666161200925366261
284,8,8,true,0,Abstain,1,1,,,,,,,,,1,1,2910.301124215711546288,2910.301124215711546288
284,8,8,true,1,"24.67% (theoretical maximum auction yield) - up to 25,925 MKR and 50,000 DAI",1,1,,,,,,,,,1,1,2910.301124215711546288,2910.301124215711546288
284,8,8,true,2,"21% - up to 21,627 MKR and 50,000 DAI",1,1,,,,,,,,,1,1,2910.301124215711546288,2910.301124215711546288
284,8,8,true,3,"18% - up to 18,216 MKR and 50,000 DAI",1,1,,,,,,,,,1,1,2910.301124215711546288,2910.301124215711546288
284,8,8,true,4,"15% - up to 14,871 MKR and 50,000 DAI",1,1,,,,,,,,,1,1,2910.301124215711546288,2910.301124215711546288
284,8,8,true,5,"12% - up to 11,691 MKR and 50,000 DAI",1,1,,,,,,,,,1,1,2910.301124215711546288,2910.301124215711546288
284,8,8,true,6,"9% - up to 5,592 MKR and 50,000 DAI",1,1,,,,,,,,,1,1,2910.301124215711546288,2910.301124215711546288
284,8,8,true,7,"6% - up to 2,748 MKR and 50,000 DAI",1,1,,,,,,,,,1,1,2910.301124215711546288,2910.301124215711546288
284,8,8,true,8,"3% - up to 917 MKR and 50,000 DAI",1,1,2910.301124215711546288,2910.301124215711546288,0,0,true,true,false,false,1,1,2910.301124215711546288,2910.301124215711546288
284,8,8,true,9,0% (oppose vault compensation) - 0 MKR and 0 DAI,1,1,,,,,,,,,1,1,2910.301124215711546288,2910.301124215711546288
284,8,8,true,10,Oppose current compensation plan (support vault compensation) 0 MKR and 0 DAI,1,1,,,,,,,,,1,1,2910.301124215711546288,2910.301124215711546288
282,,,true,0,Abstain,1,1,,,,,,,,,0,0,0,0
282,,,true,1,"24.67% (theoretical maximum auction yield) - up to 25,925 MKR and 50,000 DAI",1,1,,,,,,,,,0,0,0,0
